Age,Income,Employment_Status,Education_Level,Marital_Status,Number_of_Dependents,Credit_Utilization_Ratio,Missed_Payments_90days,Total_Credit_Accounts,Debt_to_Income_Ratio,Length_of_Credit_History,Bankruptcies,Credit_Score,Credit_Score_Label
66,20030.88,Employed,Bachelor,Married,3,27.02,2,4,28.2,17.8,1,784.09,Very Good
38,25768.97,Retired,PhD,Single,1,63.88,3,6,15.94,19.7,0,779.7466666666666,Very Good
47,51029.7,Employed,PhD,Divorced,2,76.96,1,5,15.27,14.1,0,768.43,Very Good
40,89141.47,Employed,Bachelor,Single,2,64.25,1,5,11.46,5.0,0,793.055,Very Good
53,113013.82,Retired,PhD,Married,2,64.18,1,8,29.96,3.5,0,766.9233333333333,Very Good
61,95092.15,Unemployed,Master,Single,1,6.81,2,4,22.02,10.2,0,757.255,Very Good
43,77513.29,Retired,High School,Single,3,51.29,4,12,52.92,19.0,0,749.715,Very Good
53,138238.19,Unemployed,Master,Married,1,69.66,0,5,9.09,14.0,0,747.14,Very Good
46,115712.13,Self-Employed,Master,Married,3,79.6,1,1,58.2,12.2,0,791.8000000000001,Very Good
54,100981.86,Employed,High School,Single,1,72.74,2,11,26.98,7.0,0,751.6366666666667,Very Good
20,126431.92,Retired,Master,Single,1,33.72,0,6,12.38,13.4,0,780.0133333333333,Very Good
61,115195.33,Self-Employed,High School,Married,0,15.32,1,1,14.5,5.7,0,767.5066666666667,Very Good
52,96368.97,Employed,Master,Married,1,6.58,1,14,41.38,11.2,0,740.9166666666667,Very Good
45,93247.06,Retired,High School,Divorced,3,75.4,0,12,7.74,18.9,0,775.7199999999999,Very Good
23,90522.22,Retired,Bachelor,Single,4,13.87,3,8,47.42,19.9,0,763.2583333333334,Very Good
24,140911.75,Retired,PhD,Divorced,0,21.33,1,2,50.72,2.8,0,789.4283333333334,Very Good
66,122427.26,Unemployed,Master,Divorced,2,17.04,0,10,52.36,4.5,0,741.0266666666666,Very Good
52,96368.97,Employed,Master,Married,1,6.58,1,14,41.38,11.2,0,740.9166666666667,Very Good
24,140911.75,Retired,PhD,Divorced,0,21.33,1,2,50.72,2.8,0,789.4283333333334,Very Good
53,127012.62,Employed,Bachelor,Divorced,0,58.06,1,14,42.81,5.9,0,742.7,Very Good
53,138238.19,Unemployed,Master,Married,1,69.66,0,5,9.09,14.0,0,747.14,Very Good
58,60487.75,Self-Employed,PhD,Single,3,29.43,1,8,54.14,7.8,0,788.2383333333333,Very Good
40,68470.32,Self-Employed,PhD,Married,3,46.4,0,11,55.17,14.9,0,784.41,Very Good
56,147261.09,Employed,Master,Married,4,76.43,3,13,37.78,18.2,0,744.1916666666666,Very Good
21,128142.2,Employed,High School,Divorced,3,71.36,1,5,59.94,3.7,0,780.34,Very Good
45,93247.06,Retired,High School,Divorced,3,75.4,0,12,7.74,18.9,0,775.7199999999999,Very Good
24,140911.75,Retired,PhD,Divorced,0,21.33,1,2,50.72,2.8,0,789.4283333333334,Very Good
58,31425.39,Retired,Master,Divorced,4,15.35,2,2,58.94,16.0,0,796.6783333333334,Very Good
43,22371.52,Unemployed,PhD,Married,4,11.57,0,3,15.28,14.8,0,795.1216666666667,Very Good
31,90939.3,Employed,High School,Divorced,1,36.37,1,9,56.92,16.6,0,792.8416666666667,Very Good
42,143692.21,Employed,High School,Divorced,1,29.44,1,12,56.74,13.3,0,754.3666666666667,Very Good
36,20304.12,Self-Employed,High School,Single,0,29.79,3,2,55.31,11.8,0,772.6683333333333,Very Good
39,86819.46,Employed,High School,Divorced,2,51.52,0,7,25.3,4.6,1,757.8066666666667,Very Good
65,144334.04,Unemployed,Bachelor,Single,0,65.28,4,7,43.39,15.7,0,748.8966666666666,Very Good
47,51029.7,Employed,PhD,Divorced,2,76.96,1,5,15.27,14.1,0,768.43,Very Good
21,117565.25,Retired,PhD,Divorced,1,73.08,0,8,19.89,14.6,0,757.83,Very Good
40,68470.32,Self-Employed,PhD,Married,3,46.4,0,11,55.17,14.9,0,784.41,Very Good
21,88513.13,Self-Employed,Bachelor,Single,4,8.45,1,3,42.24,19.0,0,781.6949999999999,Very Good
53,138238.19,Unemployed,Master,Married,1,69.66,0,5,9.09,14.0,0,747.14,Very Good
39,34230.79,Self-Employed,Master,Divorced,2,56.04,0,13,7.18,6.0,0,794.5866666666667,Very Good
53,138238.19,Unemployed,Master,Married,1,69.66,0,5,9.09,14.0,0,747.14,Very Good
45,93247.06,Retired,High School,Divorced,3,75.4,0,12,7.74,18.9,0,775.7199999999999,Very Good
51,138538.68,Retired,PhD,Married,4,51.85,0,8,7.4,4.6,0,784.6083333333333,Very Good
51,64105.26,Employed,Bachelor,Married,4,79.59,0,2,23.95,16.4,0,742.2216666666667,Very Good
54,100981.86,Employed,High School,Single,1,72.74,2,11,26.98,7.0,0,751.6366666666667,Very Good
52,96368.97,Employed,Master,Married,1,6.58,1,14,41.38,11.2,0,740.9166666666667,Very Good
56,147261.09,Employed,Master,Married,4,76.43,3,13,37.78,18.2,0,744.1916666666666,Very Good
66,102230.27,Self-Employed,Master,Single,3,56.66,2,6,56.57,6.6,0,744.8133333333333,Very Good
58,131882.16,Employed,PhD,Divorced,0,42.77,1,1,45.75,13.9,0,748.365,Very Good
51,138538.68,Retired,PhD,Married,4,51.85,0,8,7.4,4.6,0,784.6083333333333,Very Good
33,126787.29,Employed,High School,Single,4,28.6,4,11,56.35,19.1,0,751.9166666666667,Very Good
68,49561.43,Retired,High School,Married,0,34.56,2,2,46.62,6.3,0,751.1800000000001,Very Good
32,82508.81,Self-Employed,Master,Divorced,3,70.54,4,10,18.93,19.3,0,747.4200000000001,Very Good
61,115195.33,Self-Employed,High School,Married,0,15.32,1,1,14.5,5.7,0,767.5066666666667,Very Good
58,31425.39,Retired,Master,Divorced,4,15.35,2,2,58.94,16.0,0,796.6783333333334,Very Good
23,90522.22,Retired,Bachelor,Single,4,13.87,3,8,47.42,19.9,0,763.2583333333334,Very Good
43,22371.52,Unemployed,PhD,Married,4,11.57,0,3,15.28,14.8,0,795.1216666666667,Very Good
21,52269.44,Employed,High School,Single,0,50.78,2,7,52.54,12.7,0,753.0966666666667,Very Good
66,102230.27,Self-Employed,Master,Single,3,56.66,2,6,56.57,6.6,0,744.8133333333333,Very Good
32,128873.8,Self-Employed,Master,Single,3,29.23,1,12,24.07,15.8,0,776.3616666666667,Very Good
66,122427.26,Unemployed,Master,Divorced,2,17.04,0,10,52.36,4.5,0,741.0266666666666,Very Good
21,52269.44,Employed,High School,Single,0,50.78,2,7,52.54,12.7,0,753.0966666666667,Very Good
21,128142.2,Employed,High School,Divorced,3,71.36,1,5,59.94,3.7,0,780.34,Very Good
21,41061.8,Unemployed,PhD,Married,3,57.55,3,12,49.61,17.3,0,759.6883333333334,Very Good
65,133966.5,Employed,PhD,Divorced,0,50.36,0,2,54.29,17.1,0,759.7233333333334,Very Good
40,89141.47,Employed,Bachelor,Single,2,64.25,1,5,11.46,5.0,0,793.055,Very Good
54,100981.86,Employed,High School,Single,1,72.74,2,11,26.98,7.0,0,751.6366666666667,Very Good
40,89141.47,Employed,Bachelor,Single,2,64.25,1,5,11.46,5.0,0,793.055,Very Good
40,68470.32,Self-Employed,PhD,Married,3,46.4,0,11,55.17,14.9,0,784.41,Very Good
36,117815.61,Employed,Master,Single,1,50.99,3,11,29.35,17.3,0,760.7216666666667,Very Good
66,58848.67,Employed,High School,Single,4,8.21,3,12,53.96,18.9,0,769.9083333333333,Very Good
65,133966.5,Employed,PhD,Divorced,0,50.36,0,2,54.29,17.1,0,759.7233333333334,Very Good
29,126428.32,Employed,PhD,Married,4,29.46,0,10,32.13,8.7,0,779.56,Very Good
69,117093.84,Self-Employed,PhD,Single,4,60.49,3,2,43.75,16.4,0,779.1716666666666,Very Good
59,75486.22,Retired,Master,Single,4,32.03,3,12,32.05,10.3,0,745.3016666666667,Very Good
42,143692.21,Employed,High School,Divorced,1,29.44,1,12,56.74,13.3,0,754.3666666666667,Very Good
61,95092.15,Unemployed,Master,Single,1,6.81,2,4,22.02,10.2,0,757.255,Very Good
62,44742.23,Retired,PhD,Married,3,68.61,0,8,25.54,19.9,0,758.1816666666667,Very Good
65,144334.04,Unemployed,Bachelor,Single,0,65.28,4,7,43.39,15.7,0,748.8966666666666,Very Good
66,20030.88,Employed,Bachelor,Married,3,27.02,2,4,28.2,17.8,1,784.09,Very Good
58,60487.75,Self-Employed,PhD,Single,3,29.43,1,8,54.14,7.8,0,788.2383333333333,Very Good
68,31851.38,Employed,Master,Married,0,22.59,2,2,10.0,17.4,0,747.3716666666667,Very Good
43,96424.97,Unemployed,PhD,Married,2,45.8,0,7,52.45,12.2,0,833.6166666666667,Excellent
21,136665.95,Retired,High School,Married,4,49.85,0,2,9.15,18.7,0,850.0,Excellent
44,35577.77,Self-Employed,Master,Divorced,4,69.55,0,9,42.33,15.5,0,850.0,Excellent
24,96318.02,Unemployed,High School,Single,2,43.68,0,12,31.91,9.9,0,815.5233333333333,Excellent
20,84670.44,Self-Employed,Bachelor,Divorced,1,41.74,0,10,26.92,9.1,0,850.0,Excellent
45,127287.19,Employed,Master,Single,2,32.97,2,10,22.98,12.3,0,821.855,Excellent
45,127287.19,Employed,Master,Single,2,32.97,2,10,22.98,12.3,0,821.855,Excellent
53,118674.66,Retired,Bachelor,Divorced,1,73.1,1,3,6.07,10.4,0,844.4266666666667,Excellent
28,91318.41,Employed,High School,Single,1,44.27,0,1,5.47,9.8,0,847.0416666666666,Excellent
67,94528.27,Self-Employed,High School,Married,2,44.14,1,8,17.07,19.7,0,850.0,Excellent
27,66375.17,Employed,Master,Divorced,1,30.71,0,1,54.72,12.8,0,829.405,Excellent
61,88879.2,Unemployed,PhD,Married,1,11.94,2,5,19.77,19.8,0,839.4399999999999,Excellent
31,96512.05,Self-Employed,Bachelor,Single,4,33.05,1,7,10.14,15.6,0,850.0,Excellent
24,92779.76,Self-Employed,Master,Divorced,3,27.82,0,12,49.92,17.0,0,850.0,Excellent
61,88879.2,Unemployed,PhD,Married,1,11.94,2,5,19.77,19.8,0,839.4399999999999,Excellent
43,71987.68,Retired,Master,Divorced,2,9.3,1,13,59.29,13.6,0,823.5866666666667,Excellent
68,61235.44,Retired,Master,Single,3,9.03,1,6,15.4,17.4,0,850.0,Excellent
20,84670.44,Self-Employed,Bachelor,Divorced,1,41.74,0,10,26.92,9.1,0,850.0,Excellent
36,81967.99,Retired,PhD,Single,2,70.35,0,11,30.89,18.0,0,850.0,Excellent
24,127489.05,Retired,PhD,Married,4,21.43,1,14,6.72,10.7,0,850.0,Excellent
67,94528.27,Self-Employed,High School,Married,2,44.14,1,8,17.07,19.7,0,850.0,Excellent
38,48672.95,Retired,Master,Divorced,3,18.95,4,9,25.9,18.8,0,807.8916666666667,Excellent
20,134125.85,Unemployed,Bachelor,Married,3,37.16,0,8,45.6,18.2,0,850.0,Excellent
42,92593.65,Retired,Master,Divorced,2,55.37,0,13,8.68,12.5,0,850.0,Excellent
68,61235.44,Retired,Master,Single,3,9.03,1,6,15.4,17.4,0,850.0,Excellent
21,136665.95,Retired,High School,Married,4,49.85,0,2,9.15,18.7,0,850.0,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
46,77018.94,Unemployed,Bachelor,Divorced,1,65.22,1,13,30.2,14.0,0,808.3233333333333,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
35,71565.77,Retired,PhD,Single,1,35.93,1,7,52.78,16.1,0,850.0,Excellent
47,103200.39,Employed,PhD,Single,1,20.09,3,5,15.53,13.5,0,803.7783333333334,Excellent
43,71987.68,Retired,Master,Divorced,2,9.3,1,13,59.29,13.6,0,823.5866666666667,Excellent
28,91318.41,Employed,High School,Single,1,44.27,0,1,5.47,9.8,0,847.0416666666666,Excellent
35,71565.77,Retired,PhD,Single,1,35.93,1,7,52.78,16.1,0,850.0,Excellent
27,77036.81,Self-Employed,High School,Single,4,55.71,0,11,26.12,14.8,0,850.0,Excellent
20,84670.44,Self-Employed,Bachelor,Divorced,1,41.74,0,10,26.92,9.1,0,850.0,Excellent
41,132409.2,Unemployed,High School,Married,3,45.3,2,8,9.31,19.6,0,850.0,Excellent
23,70979.66,Unemployed,Master,Married,3,52.22,1,8,20.64,13.2,0,833.01,Excellent
43,31300.25,Unemployed,High School,Divorced,1,75.27,1,1,9.07,15.1,0,807.3416666666667,Excellent
45,81511.61,Unemployed,Master,Single,2,40.56,1,12,22.79,13.6,0,850.0,Excellent
68,61235.44,Retired,Master,Single,3,9.03,1,6,15.4,17.4,0,850.0,Excellent
43,119496.32,Retired,PhD,Married,4,33.04,2,7,27.83,19.1,0,850.0,Excellent
58,98483.8,Unemployed,Master,Married,4,5.79,0,2,49.42,11.7,0,850.0,Excellent
27,66375.17,Employed,Master,Divorced,1,30.71,0,1,54.72,12.8,0,829.405,Excellent
61,88879.2,Unemployed,PhD,Married,1,11.94,2,5,19.77,19.8,0,839.4399999999999,Excellent
68,61235.44,Retired,Master,Single,3,9.03,1,6,15.4,17.4,0,850.0,Excellent
32,81735.25,Unemployed,High School,Divorced,3,60.76,2,8,32.3,18.7,0,844.8533333333334,Excellent
55,30726.11,Employed,PhD,Married,2,65.59,1,8,39.44,19.3,0,850.0,Excellent
66,76098.66,Retired,Bachelor,Divorced,1,66.18,0,4,34.34,13.7,0,799.4633333333333,Excellent
46,77018.94,Unemployed,Bachelor,Divorced,1,65.22,1,13,30.2,14.0,0,808.3233333333333,Excellent
41,40454.29,Employed,PhD,Married,4,52.88,1,7,24.01,18.3,0,850.0,Excellent
58,20145.61,Self-Employed,PhD,Divorced,0,74.94,1,4,32.73,13.9,0,810.62,Excellent
60,71416.97,Retired,High School,Divorced,3,62.6,0,14,11.19,8.2,0,811.97,Excellent
45,81511.61,Unemployed,Master,Single,2,40.56,1,12,22.79,13.6,0,850.0,Excellent
61,88879.2,Unemployed,PhD,Married,1,11.94,2,5,19.77,19.8,0,839.4399999999999,Excellent
23,127632.32,Unemployed,Bachelor,Married,3,10.6,1,2,55.6,12.0,0,819.1666666666667,Excellent
36,24444.41,Unemployed,High School,Married,2,11.07,0,8,15.47,4.5,0,804.3083333333334,Excellent
45,81511.61,Unemployed,Master,Single,2,40.56,1,12,22.79,13.6,0,850.0,Excellent
36,24444.41,Unemployed,High School,Married,2,11.07,0,8,15.47,4.5,0,804.3083333333334,Excellent
34,76012.07,Self-Employed,Bachelor,Divorced,2,26.49,1,10,31.41,10.8,0,830.285,Excellent
43,31300.25,Unemployed,High School,Divorced,1,75.27,1,1,9.07,15.1,0,807.3416666666667,Excellent
55,30726.11,Employed,PhD,Married,2,65.59,1,8,39.44,19.3,0,850.0,Excellent
47,130785.16,Unemployed,High School,Divorced,3,25.53,0,10,38.09,13.1,0,850.0,Excellent
56,51077.19,Unemployed,High School,Married,2,51.91,2,7,57.05,14.9,0,840.0283333333333,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
43,119496.32,Retired,PhD,Married,4,33.04,2,7,27.83,19.1,0,850.0,Excellent
48,104538.24,Unemployed,Bachelor,Divorced,1,42.78,1,10,31.57,16.5,0,850.0,Excellent
21,136665.95,Retired,High School,Married,4,49.85,0,2,9.15,18.7,0,850.0,Excellent
44,35577.77,Self-Employed,Master,Divorced,4,69.55,0,9,42.33,15.5,0,850.0,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
46,120227.96,Self-Employed,High School,Single,3,9.21,2,2,41.5,19.5,0,850.0,Excellent
27,66375.17,Employed,Master,Divorced,1,30.71,0,1,54.72,12.8,0,829.405,Excellent
53,118674.66,Retired,Bachelor,Divorced,1,73.1,1,3,6.07,10.4,0,844.4266666666667,Excellent
25,74829.15,Employed,Master,Divorced,2,52.02,1,3,23.71,17.9,0,850.0,Excellent
68,61235.44,Retired,Master,Single,3,9.03,1,6,15.4,17.4,0,850.0,Excellent
54,58788.68,Self-Employed,High School,Divorced,2,54.56,1,5,12.21,19.3,0,816.65,Excellent
21,26848.9,Retired,PhD,Single,0,65.58,0,3,7.88,19.8,0,850.0,Excellent
21,136665.95,Retired,High School,Married,4,49.85,0,2,9.15,18.7,0,850.0,Excellent
31,141576.24,Retired,Master,Married,3,69.85,0,8,19.87,16.1,0,850.0,Excellent
30,126047.32,Unemployed,High School,Single,2,35.59,0,6,13.94,12.2,0,850.0,Excellent
32,81735.25,Unemployed,High School,Divorced,3,60.76,2,8,32.3,18.7,0,844.8533333333334,Excellent
58,98483.8,Unemployed,Master,Married,4,5.79,0,2,49.42,11.7,0,850.0,Excellent
62,67496.39,Unemployed,Master,Single,1,21.93,0,10,17.81,16.6,0,850.0,Excellent
66,76098.66,Retired,Bachelor,Divorced,1,66.18,0,4,34.34,13.7,0,799.4633333333333,Excellent
34,76012.07,Self-Employed,Bachelor,Divorced,2,26.49,1,10,31.41,10.8,0,830.285,Excellent
47,60491.51,Retired,High School,Single,3,19.2,0,12,25.5,15.2,0,850.0,Excellent
66,76098.66,Retired,Bachelor,Divorced,1,66.18,0,4,34.34,13.7,0,799.4633333333333,Excellent
41,40454.29,Employed,PhD,Married,4,52.88,1,7,24.01,18.3,0,850.0,Excellent
41,40454.29,Employed,PhD,Married,4,52.88,1,7,24.01,18.3,0,850.0,Excellent
36,81967.99,Retired,PhD,Single,2,70.35,0,11,30.89,18.0,0,850.0,Excellent
39,123257.63,Unemployed,Master,Divorced,1,8.61,0,8,36.73,14.7,0,850.0,Excellent
54,58788.68,Self-Employed,High School,Divorced,2,54.56,1,5,12.21,19.3,0,816.65,Excellent
22,87621.85,Employed,PhD,Single,4,6.1,2,4,26.1,9.4,0,830.25,Excellent
27,77036.81,Self-Employed,High School,Single,4,55.71,0,11,26.12,14.8,0,850.0,Excellent
41,132409.2,Unemployed,High School,Married,3,45.3,2,8,9.31,19.6,0,850.0,Excellent
44,35577.77,Self-Employed,Master,Divorced,4,69.55,0,9,42.33,15.5,0,850.0,Excellent
20,43980.17,Unemployed,High School,Married,2,21.36,0,9,24.55,14.1,0,850.0,Excellent
47,130785.16,Unemployed,High School,Divorced,3,25.53,0,10,38.09,13.1,0,850.0,Excellent
36,81967.99,Retired,PhD,Single,2,70.35,0,11,30.89,18.0,0,850.0,Excellent
48,104538.24,Unemployed,Bachelor,Divorced,1,42.78,1,10,31.57,16.5,0,850.0,Excellent
67,99352.61,Retired,High School,Divorced,4,59.76,2,8,56.29,18.9,0,850.0,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
55,92303.63,Employed,Master,Married,0,75.04,2,10,52.61,15.7,0,831.9433333333334,Excellent
55,30726.11,Employed,PhD,Married,2,65.59,1,8,39.44,19.3,0,850.0,Excellent
41,40454.29,Employed,PhD,Married,4,52.88,1,7,24.01,18.3,0,850.0,Excellent
30,126047.32,Unemployed,High School,Single,2,35.59,0,6,13.94,12.2,0,850.0,Excellent
46,77018.94,Unemployed,Bachelor,Divorced,1,65.22,1,13,30.2,14.0,0,808.3233333333333,Excellent
28,91318.41,Employed,High School,Single,1,44.27,0,1,5.47,9.8,0,847.0416666666666,Excellent
62,67496.39,Unemployed,Master,Single,1,21.93,0,10,17.81,16.6,0,850.0,Excellent
39,123257.63,Unemployed,Master,Divorced,1,8.61,0,8,36.73,14.7,0,850.0,Excellent
43,119496.32,Retired,PhD,Married,4,33.04,2,7,27.83,19.1,0,850.0,Excellent
61,106015.17,Self-Employed,High School,Married,4,58.62,0,5,54.54,10.6,0,846.5100000000001,Excellent
58,98483.8,Unemployed,Master,Married,4,5.79,0,2,49.42,11.7,0,850.0,Excellent
21,136665.95,Retired,High School,Married,4,49.85,0,2,9.15,18.7,0,850.0,Excellent
42,92593.65,Retired,Master,Divorced,2,55.37,0,13,8.68,12.5,0,850.0,Excellent
35,71565.77,Retired,PhD,Single,1,35.93,1,7,52.78,16.1,0,850.0,Excellent
34,76012.07,Self-Employed,Bachelor,Divorced,2,26.49,1,10,31.41,10.8,0,830.285,Excellent
43,96424.97,Unemployed,PhD,Married,2,45.8,0,7,52.45,12.2,0,833.6166666666667,Excellent
45,81511.61,Unemployed,Master,Single,2,40.56,1,12,22.79,13.6,0,850.0,Excellent
67,99352.61,Retired,High School,Divorced,4,59.76,2,8,56.29,18.9,0,850.0,Excellent
21,136665.95,Retired,High School,Married,4,49.85,0,2,9.15,18.7,0,850.0,Excellent
31,29414.12,Self-Employed,Bachelor,Single,2,32.25,2,14,31.75,13.9,0,808.2916666666666,Excellent
21,26848.9,Retired,PhD,Single,0,65.58,0,3,7.88,19.8,0,850.0,Excellent
58,20145.61,Self-Employed,PhD,Divorced,0,74.94,1,4,32.73,13.9,0,810.62,Excellent
61,58225.81,Retired,High School,Married,3,66.47,0,3,54.68,17.0,0,848.5383333333333,Excellent
32,136339.79,Self-Employed,PhD,Divorced,1,11.18,0,12,21.4,12.4,0,830.2766666666666,Excellent
32,81735.25,Unemployed,High School,Divorced,3,60.76,2,8,32.3,18.7,0,844.8533333333334,Excellent
20,134125.85,Unemployed,Bachelor,Married,3,37.16,0,8,45.6,18.2,0,850.0,Excellent
22,87621.85,Employed,PhD,Single,4,6.1,2,4,26.1,9.4,0,830.25,Excellent
25,39461.52,Employed,High School,Married,0,8.07,0,6,9.73,15.5,0,850.0,Excellent
42,92593.65,Retired,Master,Divorced,2,55.37,0,13,8.68,12.5,0,850.0,Excellent
31,141576.24,Retired,Master,Married,3,69.85,0,8,19.87,16.1,0,850.0,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
24,64544.95,Employed,PhD,Single,4,51.82,0,13,12.73,17.6,0,850.0,Excellent
23,127632.32,Unemployed,Bachelor,Married,3,10.6,1,2,55.6,12.0,0,819.1666666666667,Excellent
22,87621.85,Employed,PhD,Single,4,6.1,2,4,26.1,9.4,0,830.25,Excellent
22,87621.85,Employed,PhD,Single,4,6.1,2,4,26.1,9.4,0,830.25,Excellent
55,30726.11,Employed,PhD,Married,2,65.59,1,8,39.44,19.3,0,850.0,Excellent
31,96512.05,Self-Employed,Bachelor,Single,4,33.05,1,7,10.14,15.6,0,850.0,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
45,127287.19,Employed,Master,Single,2,32.97,2,10,22.98,12.3,0,821.855,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
62,67496.39,Unemployed,Master,Single,1,21.93,0,10,17.81,16.6,0,850.0,Excellent
61,106015.17,Self-Employed,High School,Married,4,58.62,0,5,54.54,10.6,0,846.5100000000001,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
28,91318.41,Employed,High School,Single,1,44.27,0,1,5.47,9.8,0,847.0416666666666,Excellent
41,74949.58,Retired,Bachelor,Married,2,21.52,2,1,52.94,13.4,0,850.0,Excellent
44,35577.77,Self-Employed,Master,Divorced,4,69.55,0,9,42.33,15.5,0,850.0,Excellent
61,106015.17,Self-Employed,High School,Married,4,58.62,0,5,54.54,10.6,0,846.5100000000001,Excellent
58,98483.8,Unemployed,Master,Married,4,5.79,0,2,49.42,11.7,0,850.0,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
55,92303.63,Employed,Master,Married,0,75.04,2,10,52.61,15.7,0,831.9433333333334,Excellent
35,71565.77,Retired,PhD,Single,1,35.93,1,7,52.78,16.1,0,850.0,Excellent
55,30726.11,Employed,PhD,Married,2,65.59,1,8,39.44,19.3,0,850.0,Excellent
53,118674.66,Retired,Bachelor,Divorced,1,73.1,1,3,6.07,10.4,0,844.4266666666667,Excellent
20,134125.85,Unemployed,Bachelor,Married,3,37.16,0,8,45.6,18.2,0,850.0,Excellent
32,136339.79,Self-Employed,PhD,Divorced,1,11.18,0,12,21.4,12.4,0,830.2766666666666,Excellent
43,96424.97,Unemployed,PhD,Married,2,45.8,0,7,52.45,12.2,0,833.6166666666667,Excellent
56,138850.75,Unemployed,Master,Married,1,46.66,0,4,7.32,1.9,0,803.2299999999999,Excellent
24,127489.05,Retired,PhD,Married,4,21.43,1,14,6.72,10.7,0,850.0,Excellent
43,96424.97,Unemployed,PhD,Married,2,45.8,0,7,52.45,12.2,0,833.6166666666667,Excellent
20,43980.17,Unemployed,High School,Married,2,21.36,0,9,24.55,14.1,0,850.0,Excellent
23,70979.66,Unemployed,Master,Married,3,52.22,1,8,20.64,13.2,0,833.01,Excellent
61,88879.2,Unemployed,PhD,Married,1,11.94,2,5,19.77,19.8,0,839.4399999999999,Excellent
28,91318.41,Employed,High School,Single,1,44.27,0,1,5.47,9.8,0,847.0416666666666,Excellent
64,87824.91,Unemployed,PhD,Single,3,24.63,0,5,7.95,19.5,1,823.035,Excellent
20,134125.85,Unemployed,Bachelor,Married,3,37.16,0,8,45.6,18.2,0,850.0,Excellent
61,88879.2,Unemployed,PhD,Married,1,11.94,2,5,19.77,19.8,0,839.4399999999999,Excellent
61,88879.2,Unemployed,PhD,Married,1,11.94,2,5,19.77,19.8,0,839.4399999999999,Excellent
36,24444.41,Unemployed,High School,Married,2,11.07,0,8,15.47,4.5,0,804.3083333333334,Excellent
62,67496.39,Unemployed,Master,Single,1,21.93,0,10,17.81,16.6,0,850.0,Excellent
53,115667.6,Retired,High School,Married,2,64.74,2,3,27.43,13.6,0,823.4866666666667,Excellent
61,88879.2,Unemployed,PhD,Married,1,11.94,2,5,19.77,19.8,0,839.4399999999999,Excellent
27,66375.17,Employed,Master,Divorced,1,30.71,0,1,54.72,12.8,0,829.405,Excellent
55,30726.11,Employed,PhD,Married,2,65.59,1,8,39.44,19.3,0,850.0,Excellent
32,136339.79,Self-Employed,PhD,Divorced,1,11.18,0,12,21.4,12.4,0,830.2766666666666,Excellent
41,74949.58,Retired,Bachelor,Married,2,21.52,2,1,52.94,13.4,0,850.0,Excellent
32,136339.79,Self-Employed,PhD,Divorced,1,11.18,0,12,21.4,12.4,0,830.2766666666666,Excellent
66,54436.41,Self-Employed,Master,Single,2,12.54,1,2,19.08,17.3,0,811.37,Excellent
47,103200.39,Employed,PhD,Single,1,20.09,3,5,15.53,13.5,0,803.7783333333334,Excellent
45,127287.19,Employed,Master,Single,2,32.97,2,10,22.98,12.3,0,821.855,Excellent
64,87824.91,Unemployed,PhD,Single,3,24.63,0,5,7.95,19.5,1,823.035,Excellent
51,145144.41,Retired,PhD,Divorced,2,38.84,2,11,36.36,15.0,0,850.0,Excellent
24,92779.76,Self-Employed,Master,Divorced,3,27.82,0,12,49.92,17.0,0,850.0,Excellent
53,118674.66,Retired,Bachelor,Divorced,1,73.1,1,3,6.07,10.4,0,844.4266666666667,Excellent
33,97447.59,Self-Employed,PhD,Divorced,0,51.25,2,5,11.4,15.9,0,820.575,Excellent
41,74949.58,Retired,Bachelor,Married,2,21.52,2,1,52.94,13.4,0,850.0,Excellent
47,60491.51,Retired,High School,Single,3,19.2,0,12,25.5,15.2,0,850.0,Excellent
21,91723.94,Unemployed,PhD,Single,3,40.58,1,11,57.88,18.7,0,850.0,Excellent
41,132409.2,Unemployed,High School,Married,3,45.3,2,8,9.31,19.6,0,850.0,Excellent
20,134125.85,Unemployed,Bachelor,Married,3,37.16,0,8,45.6,18.2,0,850.0,Excellent
41,74949.58,Retired,Bachelor,Married,2,21.52,2,1,52.94,13.4,0,850.0,Excellent
